,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,10342,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19429287.0,19429287.0,False,,1,,,,2023-07-14T18:16:00.000Z,30725.284373597668,22299251951.443195,22.8753,-1.20575031,-2.3107597,1.60152161,18.83311374,11.70204935,1.44814313,596970368251.2443,48.5897,645230971845.55,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
1,1027,Ethereum,ETH,ethereum,7121,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120204712.07716507,120204712.07716507,True,,2,,,,2023-07-14T18:16:00.000Z,1963.578171523218,10330291010.144154,9.3919,-0.76118913,-2.38599093,5.20629411,13.49337986,7.08985167,-6.25158571,236031348748.95468,19.1989,236031348748.95,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
2,825,Tether,USDT,tether,56948,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83434088922.61197,86730981418.02774,True,,3,,,,2023-07-14T18:16:00.000Z,1.0004794985434884,42451642883.86314,37.3419,0.00257164,0.01929428,0.00974959,0.08657156,0.02187477,-0.01849463,83474095446.72765,6.7895,86772568797.29,,2023-07-14T18:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-07-14 18:18:32.784905
3,1839,BNB,BNB,bnb,1504,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,155848997.25637206,155848997.25637206,False,,4,,,,2023-07-14T18:16:00.000Z,250.74867978513933,859777426.9946889,40.3471,-1.18616172,-2.53315246,6.62966869,2.21912207,-20.34586453,-24.60204188,39078930307.8731,3.1787,39078930307.87,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
4,52,XRP,XRP,xrp,992,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'sec-security-token']",100000000000.0,52544091958.0,99988621362.0,False,,5,,,,2023-07-14T18:16:00.000Z,0.7156198296960223,10384421564.932518,90.7106,-2.25374511,-11.12334599,53.52410718,43.08731343,67.60135331,37.63371867,37601594138.5161,3.0605,71561982969.6,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
5,3408,USD Coin,USDC,usd-coin,13311,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,27211020424.790302,27211020424.790302,False,,6,,,,2023-07-14T18:16:00.000Z,1.0000887825290679,5520984238.077196,33.7852,-0.00729441,-0.00184426,-0.02102803,0.01639524,0.01600642,0.02470073,27213436288.002132,2.215,27213436288.0,,2023-07-14T18:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-07-14 18:18:32.784905
6,2010,Cardano,ADA,cardano,870,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34976516063.933,35967965707.143,False,,7,,,,2023-07-14T18:16:00.000Z,0.3334432583386848,1296772205.9606655,164.9773,-1.22249353,-0.6383355,17.71115011,22.97949408,-10.29875033,-26.54063037,11662683481.69317,0.9489,15004946625.24,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
7,5426,Solana,SOL,solana,486,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,402902336.04375,552441763.0239134,True,,8,,,,2023-07-14T18:16:00.000Z,27.269882755095082,2150081384.7814484,72.8712,-0.01045759,3.07276815,27.94066688,80.75937137,27.87403334,13.05750991,10987099465.66698,0.8937,15065022106.68,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
8,74,Dogecoin,DOGE,dogecoin,743,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140172206383.70526,140172206383.70523,True,,9,,,,2023-07-14T18:16:00.000Z,0.0701300483532314,735405613.9408052,76.4245,-0.83378923,0.36496121,7.05042289,14.12571875,-3.54570315,-21.36488811,9830283611.468382,0.8001,9830283611.47,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
9,3890,Polygon,MATIC,polygon,774,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,10,,,,2023-07-14T18:16:00.000Z,0.820705571713166,675447791.8968201,-10.0729,-0.50691633,-5.63309565,21.73671304,25.71059717,-5.48026925,-29.72304407,7648540190.570656,0.6221,8207055717.13,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
10,1958,TRON,TRX,tron,788,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89788274255.82674,89788327410.42567,True,,11,71659659264.0,5745630965.336308,,2023-07-14T18:16:00.000Z,0.0801794346267952,266725898.79226032,56.6473,-0.93696499,-0.77986589,1.87745799,10.92991694,14.0295519,21.26836933,7199173065.947819,0.5856,7199177327.85,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
11,2,Litecoin,LTC,litecoin,946,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73361626.72743528,84000000.0,False,,12,,,,2023-07-14T18:16:00.000Z,97.40366060019012,952213746.3349314,-7.5369,-1.3625052,-6.36015785,-0.35903906,26.81627934,10.45453744,1.41376058,7145690990.836942,0.5816,8181907490.42,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
12,6636,Polkadot,DOT,polkadot-new,532,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1204727688.8188105,1334206566.1239903,True,,13,,,,2023-07-14T18:16:00.000Z,5.502456240786169,255704533.2694067,76.8957,-0.81855473,0.12972679,7.56771325,16.05767075,2.10666926,-19.13635993,6628961389.788961,0.5392,7341413246.27,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
13,1831,Bitcoin Cash,BCH,bitcoin-cash,729,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19448662.5,19448662.5,False,,14,,,,2023-07-14T18:16:00.000Z,267.79489989835037,670851750.2865593,-3.8113,0.96128644,-6.41360127,-4.7659129,155.15305888,127.35372452,102.24350844,5208252627.3443,0.4236,5623692897.87,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
14,5805,Avalanche,AVAX,avalanche,465,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345846745.4112859,432566195.4112859,False,,15,,,,2023-07-14T18:16:00.000Z,15.014779361130124,596604320.6275642,233.209,-1.46009083,6.2617617,18.43757418,27.14988543,-1.67736894,-21.3920193,5192812575.115399,0.4227,10810641140.01,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:32.784905
0,1,Bitcoin,BTC,bitcoin,10342,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19429287.0,19429287.0,False,,1,,,,2023-07-14T18:16:00.000Z,30725.284373597668,22299251951.443195,22.8753,-1.20575031,-2.3107597,1.60152161,18.83311374,11.70204935,1.44814313,596970368251.2443,48.5897,645230971845.55,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
1,1027,Ethereum,ETH,ethereum,7121,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120204712.07716507,120204712.07716507,True,,2,,,,2023-07-14T18:16:00.000Z,1963.578171523218,10330291010.144154,9.3919,-0.76118913,-2.38599093,5.20629411,13.49337986,7.08985167,-6.25158571,236031348748.95468,19.1989,236031348748.95,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
2,825,Tether,USDT,tether,56948,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83434088922.61197,86730981418.02774,True,,3,,,,2023-07-14T18:16:00.000Z,1.0004794985434884,42451642883.86314,37.3419,0.00257164,0.01929428,0.00974959,0.08657156,0.02187477,-0.01849463,83474095446.72765,6.7895,86772568797.29,,2023-07-14T18:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-07-14 18:18:38.082446
3,1839,BNB,BNB,bnb,1504,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,155848997.25637206,155848997.25637206,False,,4,,,,2023-07-14T18:16:00.000Z,250.74867978513933,859777426.9946889,40.3471,-1.18616172,-2.53315246,6.62966869,2.21912207,-20.34586453,-24.60204188,39078930307.8731,3.1787,39078930307.87,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
4,52,XRP,XRP,xrp,992,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'sec-security-token']",100000000000.0,52544091958.0,99988621362.0,False,,5,,,,2023-07-14T18:16:00.000Z,0.7156198296960223,10384421564.932518,90.7106,-2.25374511,-11.12334599,53.52410718,43.08731343,67.60135331,37.63371867,37601594138.5161,3.0605,71561982969.6,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
5,3408,USD Coin,USDC,usd-coin,13311,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,27211020424.790302,27211020424.790302,False,,6,,,,2023-07-14T18:16:00.000Z,1.0000887825290679,5520984238.077196,33.7852,-0.00729441,-0.00184426,-0.02102803,0.01639524,0.01600642,0.02470073,27213436288.002132,2.215,27213436288.0,,2023-07-14T18:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-07-14 18:18:38.082446
6,2010,Cardano,ADA,cardano,870,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34976516063.933,35967965707.143,False,,7,,,,2023-07-14T18:16:00.000Z,0.3334432583386848,1296772205.9606655,164.9773,-1.22249353,-0.6383355,17.71115011,22.97949408,-10.29875033,-26.54063037,11662683481.69317,0.9489,15004946625.24,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
7,5426,Solana,SOL,solana,486,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,402902336.04375,552441763.0239134,True,,8,,,,2023-07-14T18:16:00.000Z,27.269882755095082,2150081384.7814484,72.8712,-0.01045759,3.07276815,27.94066688,80.75937137,27.87403334,13.05750991,10987099465.66698,0.8937,15065022106.68,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
8,74,Dogecoin,DOGE,dogecoin,743,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140172206383.70526,140172206383.70523,True,,9,,,,2023-07-14T18:16:00.000Z,0.0701300483532314,735405613.9408052,76.4245,-0.83378923,0.36496121,7.05042289,14.12571875,-3.54570315,-21.36488811,9830283611.468382,0.8001,9830283611.47,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
9,3890,Polygon,MATIC,polygon,774,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,10,,,,2023-07-14T18:16:00.000Z,0.820705571713166,675447791.8968201,-10.0729,-0.50691633,-5.63309565,21.73671304,25.71059717,-5.48026925,-29.72304407,7648540190.570656,0.6221,8207055717.13,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
10,1958,TRON,TRX,tron,788,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89788274255.82674,89788327410.42567,True,,11,71659659264.0,5745630965.336308,,2023-07-14T18:16:00.000Z,0.0801794346267952,266725898.79226032,56.6473,-0.93696499,-0.77986589,1.87745799,10.92991694,14.0295519,21.26836933,7199173065.947819,0.5856,7199177327.85,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
11,2,Litecoin,LTC,litecoin,946,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73361626.72743528,84000000.0,False,,12,,,,2023-07-14T18:16:00.000Z,97.40366060019012,952213746.3349314,-7.5369,-1.3625052,-6.36015785,-0.35903906,26.81627934,10.45453744,1.41376058,7145690990.836942,0.5816,8181907490.42,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
12,6636,Polkadot,DOT,polkadot-new,532,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1204727688.8188105,1334206566.1239903,True,,13,,,,2023-07-14T18:16:00.000Z,5.502456240786169,255704533.2694067,76.8957,-0.81855473,0.12972679,7.56771325,16.05767075,2.10666926,-19.13635993,6628961389.788961,0.5392,7341413246.27,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
13,1831,Bitcoin Cash,BCH,bitcoin-cash,729,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19448662.5,19448662.5,False,,14,,,,2023-07-14T18:16:00.000Z,267.79489989835037,670851750.2865593,-3.8113,0.96128644,-6.41360127,-4.7659129,155.15305888,127.35372452,102.24350844,5208252627.3443,0.4236,5623692897.87,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
14,5805,Avalanche,AVAX,avalanche,465,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345846745.4112859,432566195.4112859,False,,15,,,,2023-07-14T18:16:00.000Z,15.014779361130124,596604320.6275642,233.209,-1.46009083,6.2617617,18.43757418,27.14988543,-1.67736894,-21.3920193,5192812575.115399,0.4227,10810641140.01,,2023-07-14T18:16:00.000Z,,,,,,2023-07-14 18:18:38.082446
